order_date,total_revenue,order_count,avg_order_value
2017-03-02,11164.5,66,152.93835616438355
2017-03-03,12364.44,72,154.5555
2017-03-04,8594.74,69,111.61999999999999
2017-03-05,6662.93,67,86.53155844155845
2017-03-06,8618.04,94,79.06458715596331
2017-03-07,11388.62,78,119.88021052631579
2017-03-08,13178.97,73,162.70333333333332
2017-03-09,10976.84,88,99.78945454545455
2017-03-10,11916.08,84,125.43242105263158
2017-03-11,10513.41,68,136.5377922077922
2017-03-12,6496.17,63,92.80242857142858
2017-03-13,16351.460000000001,104,150.01339449541285
2017-03-14,13935.57,95,126.687
2017-03-15,14362.04,101,124.88730434782609
2017-03-16,14134.44,100,113.9874193548387
2017-03-17,11910.5,64,152.69871794871796
2017-03-18,16145.92,71,218.1881081081081
2017-03-19,6649.34,56,112.7006779661017
2017-03-20,16861.09,113,135.9765322580645
2017-03-21,11311.15,92,109.81699029126213
2017-03-22,14150.98,104,116.9502479338843
2017-03-23,16073.78,105,125.57640625
2017-03-24,10094.57,75,121.62132530120482
2017-03-25,9301.89,72,113.43768292682927
2017-03-26,6101.05,63,89.72132352941176
2017-03-27,16186.17,107,137.17093220338984
2017-03-28,11420.22,96,103.82018181818181
2017-03-29,8164.14,72,98.36313253012048
2017-03-30,9795.61,72,120.93345679012346
2017-03-31,12170.78,69,169.03861111111112
2017-04-01,17518.47,66,257.6245588235294
2017-04-02,8999.89,64,116.88168831168831
2017-04-03,8843.07,68,113.3726923076923
2017-04-04,12301.65,96,112.85917431192661
2017-04-05,18328.24,93,185.1337373737374
2017-04-06,19130.49,92,191.3049
2017-04-07,12932.49,82,140.57054347826087
2017-04-08,8457.09,64,122.56652173913044
2017-04-09,7715.85,68,105.69657534246576
2017-04-10,11378.51,84,123.67945652173913
2017-04-11,6972.61,73,87.157625
2017-04-12,7790.21,61,121.72203125
2017-04-13,9691.43,60,151.42859375
2017-04-14,6704.19,47,124.15166666666666
2017-04-15,8210.19,49,157.88826923076925
2017-04-16,5025.96,47,100.5192
2017-04-17,7432.09,58,121.83754098360656
2017-04-18,21286.72,71,253.41333333333336
2017-04-19,11755.68,93,108.8488888888889
2017-04-20,12300.64,91,114.95925233644859
2017-04-21,8426.27,66,112.35026666666667
2017-04-22,12761.18,82,137.21698924731183
2017-04-23,9904.050000000001,84,111.28146067415732
2017-04-24,13026.85,110,104.2148
2017-04-25,13747.460000000001,106,116.50389830508476
2017-04-26,15365.59,122,112.98227941176471
2017-04-27,9521.93,75,99.18677083333334
2017-04-28,15585.789999999999,95,149.86336538461538
2017-04-29,11573.73,70,139.44253012048193
2017-04-30,7981.360000000001,66,115.67188405797103
2017-05-01,11786.89,111,93.54674603174603
2017-05-02,17304.91,122,130.1121052631579
2017-05-03,10037.06,101,91.246
2017-05-04,13493.56,107,111.51702479338843
2017-05-05,13622.07,104,116.42794871794871
2017-05-06,14328.28,103,116.49008130081302
2017-05-07,16303.380000000001,102,148.21254545454548
2017-05-08,15873.06,120,113.37899999999999
2017-05-09,20525.66,120,137.75610738255034
2017-05-10,20445.83,109,174.75068376068378
2017-05-11,18058.66,124,132.78426470588235
2017-05-12,11656.75,105,102.25219298245614
2017-05-13,8353.97,67,112.89148648648647
2017-05-14,14252.0,108,114.016
2017-05-15,17679.45,149,106.50271084337349
2017-05-16,21050.99,149,123.82935294117648
2017-05-17,18130.96,139,117.73350649350648
2017-05-18,18205.14,124,130.97223021582732
2017-05-19,17490.170000000002,140,106.6473780487805
2017-05-20,10538.41,70,135.10782051282052
2017-05-21,17175.21,145,106.67832298136645
2017-05-22,23970.52,145,146.16170731707317
2017-05-23,17246.9,120,126.8154411764706
2017-05-24,23310.97,140,148.4775159235669
2017-05-25,15084.9,103,132.32368421052632
2017-05-26,10411.18,77,113.165
2017-05-27,13340.72,77,149.89573033707865
2017-05-28,9262.62,98,87.38320754716982
2017-05-29,17669.67,151,103.33140350877191
2017-05-30,13497.69,98,118.40078947368421
2017-05-31,19230.67,118,143.51246268656715
2017-06-01,19287.35,123,142.86925925925925
2017-06-02,18597.55,123,140.8905303030303
2017-06-03,10432.85,88,104.3285
2017-06-04,13693.74,99,131.6705769230769
2017-06-05,23204.89,142,145.94270440251572
2017-06-06,13559.85,128,92.87568493150685
2017-06-07,12498.67,122,96.14361538461539
2017-06-08,18379.38,134,124.185
2017-06-09,15921.35,105,126.35992063492064
2017-06-10,7941.56,72,100.5260759493671
2017-06-11,14114.66,111,113.82790322580645
2017-06-12,14279.98,121,98.48262068965516
2017-06-13,13803.4,121,101.49558823529412
2017-06-14,20309.95,128,140.06862068965518
2017-06-15,12079.87,103,104.1368103448276
2017-06-16,12722.34,94,124.72882352941177
2017-06-17,11024.62,72,134.44658536585368
2017-06-18,15706.28,87,160.26816326530613
2017-06-19,22231.41,152,127.03662857142857
2017-06-20,10658.53,90,101.50980952380954
2017-06-21,6135.75,34,165.8310810810811
2017-06-22,8458.62,83,90.95290322580647
2017-06-23,12690.09,103,112.30168141592921
2017-06-24,8146.75,74,103.12341772151899
2017-06-25,17000.09,99,160.3782075471698
2017-06-26,12977.97,67,166.38423076923075
2017-06-27,16681.61,140,109.03013071895425
2017-06-28,14477.84,117,116.7567741935484
2017-06-29,12169.53,110,99.75024590163935
2017-06-30,12736.89,93,131.3081443298969
2017-07-01,11434.35,77,125.6521978021978
2017-07-02,11220.56,102,97.57008695652173
2017-07-03,15201.36,111,122.59161290322581
2017-07-04,15219.25,120,116.17748091603053
2017-07-05,20533.02,138,128.331375
2017-07-06,20870.58,140,135.52324675324675
2017-07-07,13158.89,114,100.44954198473282
2017-07-08,10206.86,83,112.16329670329671
2017-07-09,8070.58,88,84.06854166666666
2017-07-10,17326.93,140,111.0700641025641
2017-07-11,19135.99,158,106.31105555555557
2017-07-12,18564.4,145,114.59506172839507
2017-07-13,14325.51,131,96.14436241610738
2017-07-14,18595.16,148,111.34826347305389
2017-07-15,10880.66,97,98.02396396396396
2017-07-16,12627.74,107,88.92774647887323
2017-07-17,21349.98,162,110.62165803108807
2017-07-18,27935.2,188,128.14311926605504
2017-07-19,16171.41,148,95.68881656804734
2017-07-20,17839.28,139,107.46554216867469
2017-07-21,12629.05,112,97.89961240310078
2017-07-22,11426.81,87,114.26809999999999
2017-07-23,11850.11,101,113.94336538461539
2017-07-24,18183.72,157,103.90697142857144
2017-07-25,16789.24,145,102.37341463414636
2017-07-26,10807.07,117,77.19335714285714
2017-07-27,15518.03,121,114.10316176470589
2017-07-28,19479.260000000002,130,130.73328859060405
2017-07-29,15127.6,109,121.99677419354839
2017-07-30,12149.73,114,95.6671653543307
2017-07-31,16976.19,143,104.7912962962963
2017-08-01,21321.15,161,117.79640883977902
2017-08-02,17797.09,149,107.21138554216867
2017-08-03,18285.62,144,111.49768292682926
2017-08-04,17912.82,139,113.37227848101266
2017-08-05,11793.34,113,95.10758064516129
2017-08-06,12902.48,105,109.34305084745762
2017-08-07,23257.84,157,127.79032967032967
2017-08-08,18661.63,146,117.36874213836478
2017-08-09,20128.37,140,126.5935220125786
2017-08-10,19865.55,154,113.51742857142857
2017-08-11,18916.38,133,118.97094339622642
2017-08-12,12384.17,91,121.41343137254903
2017-08-13,12244.3,90,114.43271028037383
2017-08-14,17905.47,153,103.49982658959539
2017-08-15,22813.74,186,113.50119402985075
2017-08-16,20461.27,166,102.30635000000001
2017-08-17,17819.11,153,106.70125748502994
2017-08-18,16734.31,141,107.96329032258065
2017-08-19,12842.58,106,105.26704918032787
2017-08-20,12873.78,103,109.09983050847458
2017-08-21,21480.85,172,103.77222222222221
2017-08-22,16570.13,135,103.56331250000001
2017-08-23,15873.61,111,100.46588607594937
2017-08-24,13121.01,123,93.7215
2017-08-25,14462.15,117,112.10968992248061
2017-08-26,9797.9,89,103.13578947368421
2017-08-27,12893.21,115,93.42905797101449
2017-08-28,21318.73,150,127.65706586826347
2017-08-29,33236.48,135,217.2318954248366
2017-08-30,29116.37,173,150.8620207253886
2017-08-31,19908.26,143,119.2111377245509
2017-09-01,27983.45,153,157.21039325842696
2017-09-02,17911.76,102,154.41172413793103
2017-09-03,27615.52,123,197.2537142857143
2017-09-04,24757.98,147,154.737375
2017-09-05,20674.760000000002,151,116.1503370786517
2017-09-06,25101.81,138,161.94716129032258
2017-09-07,16893.5,97,162.4375
2017-09-08,11484.6,111,89.02790697674419
2017-09-09,14554.65,103,125.47112068965517
2017-09-10,17144.5,132,115.06375838926175
2017-09-11,23246.89,176,121.71146596858638
2017-09-12,26431.54,200,110.13141666666667
2017-09-13,27263.48,203,120.63486725663716
2017-09-14,22188.87,163,113.78907692307692
2017-09-15,17959.58,144,112.95333333333335
2017-09-16,18965.74,125,142.59954887218046
2017-09-17,19979.420000000002,125,146.90750000000003
2017-09-18,27232.01,179,127.25238317757008
2017-09-19,19616.670000000002,149,112.7394827586207
2017-09-20,21812.75,158,118.5475543478261
2017-09-21,18251.99,144,107.36464705882354
2017-09-22,15388.12,133,102.58746666666667
2017-09-23,9720.71,81,102.32326315789473
2017-09-24,12920.75,112,105.04674796747967
2017-09-25,17502.57,129,116.6838
2017-09-26,21101.61,174,110.4796335078534
2017-09-27,20646.920000000002,144,118.66045977011495
2017-09-28,22993.12,140,141.06208588957054
2017-09-29,28399.8,109,221.8734375
2017-09-30,11654.6,105,100.47068965517242
2017-10-01,18058.48,124,128.98914285714287
2017-10-02,21550.66,140,131.40646341463415
2017-10-03,25462.079999999998,193,119.54028169014083
2017-10-04,20972.7,156,123.36882352941177
2017-10-05,24851.52,138,147.05041420118343
2017-10-06,16993.27,124,111.79782894736843
2017-10-07,14941.03,100,131.06166666666667
2017-10-08,16539.010000000002,124,120.72270072992703
2017-10-09,28850.29,187,131.73648401826483
2017-10-10,27879.52,175,140.80565656565656
2017-10-11,18735.58,151,108.29815028901736
2017-10-12,18352.08,136,119.16935064935066
2017-10-13,22241.19,150,135.61701219512193
2017-10-14,13160.97,114,105.28775999999999
2017-10-15,18598.06,117,138.79149253731345
2017-10-16,30039.98,188,137.79807339449542
2017-10-17,29361.78,195,116.515
2017-10-18,27257.79,176,122.23224215246637
2017-10-19,23128.37,172,120.46026041666666
2017-10-20,18523.4,118,143.59224806201553
2017-10-21,14332.86,104,121.4649152542373
2017-10-22,19195.28,152,108.44790960451977
2017-10-23,21682.21,152,120.45672222222221
2017-10-24,22034.47,162,115.36371727748691
2017-10-25,17397.16,152,102.941775147929
2017-10-26,21253.81,140,120.7602840909091
2017-10-27,20318.58,130,131.08761290322582
2017-10-28,16333.61,85,171.93273684210527
2017-10-29,17048.75,129,107.2248427672956
2017-10-30,19400.06,138,120.49726708074535
2017-10-31,23753.1,156,123.07305699481864
2017-11-01,19363.71,108,153.68023809523808
2017-11-02,21074.93,117,149.46758865248228
2017-11-03,22844.05,138,135.17189349112425
2017-11-04,19033.27,106,147.54472868217056
2017-11-05,16323.76,137,103.31493670886076
2017-11-06,27673.15,182,137.6773631840796
2017-11-07,19711.71,154,113.2856896551724
2017-11-08,18594.64,169,95.84865979381443
2017-11-09,24307.55,182,112.5349537037037
2017-11-10,18789.56,159,102.67519125683062
2017-11-11,22768.63,152,135.52755952380954
2017-11-12,22553.77,170,122.57483695652174
2017-11-13,23792.68,197,104.35385964912281
2017-11-14,26542.95,184,125.20259433962265
2017-11-15,22591.4,176,109.13719806763285
2017-11-16,27674.54,219,111.14273092369478
2017-11-17,28711.29,185,129.91533936651584
2017-11-18,22713.91,141,136.83078313253012
2017-11-19,19932.66,157,113.90091428571428
2017-11-20,43405.98,219,171.56513833992096
2017-11-21,33600.85,222,132.28681102362205
2017-11-22,23951.510000000002,190,103.68619047619049
2017-11-23,43102.33,268,132.21573619631903
2017-11-24,149916.58,1147,111.46214126394051
2017-11-25,59928.51,487,105.32251318101933
2017-11-26,44000.48,382,97.77884444444445
2017-11-27,47237.270000000004,395,100.71912579957358
2017-11-28,47694.76,372,111.69733021077283
2017-11-29,39093.09,314,108.89440111420612
2017-11-30,30835.850000000002,260,105.9651202749141
2017-12-01,38966.51,267,127.75904918032788
2017-12-02,30769.14,212,132.0563948497854
2017-12-03,28825.3,227,112.16070038910506
2017-12-04,45101.28,322,125.28133333333334
2017-12-05,33224.77,269,104.80999999999999
2017-12-06,38694.05,269,124.81951612903227
2017-12-07,27649.88,223,108.85779527559056
2017-12-08,28848.49,210,124.34693965517242
2017-12-09,19728.04,154,116.73396449704143
2017-12-10,23843.78,184,118.03851485148515
2017-12-11,33134.94,262,113.8657731958763
2017-12-12,32802.19,251,114.29334494773519
2017-12-13,28972.579999999998,215,112.29682170542635
2017-12-14,24980.45,195,118.39075829383887
2017-12-15,26582.62,185,132.9131
2017-12-16,20125.39,129,141.7280985915493
2017-12-17,19025.62,130,128.55148648648648
2017-12-18,28791.47,205,127.39588495575222
2017-12-19,20356.99,173,101.78495000000001
2017-12-20,26642.54,168,138.0442487046632
2017-12-21,18208.63,140,119.01065359477124
2017-12-22,14196.95,108,113.57560000000001
2017-12-23,11623.65,101,103.78258928571428
2017-12-24,5600.02,57,94.91559322033899
2017-12-25,9858.64,86,102.69416666666666
2017-12-26,20071.73,165,112.76252808988764
2017-12-27,17341.4,164,95.2824175824176
2017-12-28,14647.79,143,95.11551948051948
2017-12-29,15912.82,132,106.08546666666666
2017-12-30,13042.65,96,120.76527777777777
2017-12-31,8462.88,71,112.8384
2018-01-01,6818.31,72,85.228875
2018-01-02,24912.05,200,109.26337719298245
2018-01-03,31061.83,219,127.30258196721311
2018-01-04,34137.05,248,125.9669741697417
2018-01-05,25901.49,197,111.64435344827587
2018-01-06,27513.73,213,107.4755078125
2018-01-07,28320.06,192,130.50718894009216
2018-01-08,37611.71,287,114.66984756097561
2018-01-09,29865.170000000002,246,111.85456928838953
2018-01-10,37384.96,271,120.20887459807074
2018-01-11,39648.12,260,131.7213289036545
2018-01-12,30174.74,234,108.54223021582735
2018-01-13,27402.24,211,117.60618025751074
2018-01-14,30606.37,229,124.4161382113821
2018-01-15,37765.71,300,114.09580060422961
2018-01-16,42306.97,296,118.83980337078653
2018-01-17,35283.53,277,119.60518644067797
2018-01-18,27684.88,236,101.78264705882353
2018-01-19,27146.19,225,106.0398046875
2018-01-20,22152.69,182,107.53733009708738
2018-01-21,21728.24,188,104.96734299516909
2018-01-22,36787.96,305,106.0171757925072
2018-01-23,34046.69,256,115.8050680272109
2018-01-24,30949.0,236,117.67680608365019
2018-01-25,28822.420000000002,226,111.71480620155039
2018-01-26,33598.11,223,129.2235
2018-01-27,21544.61,150,125.25936046511629
2018-01-28,22614.96,149,139.59851851851852
2018-01-29,29987.56,242,105.96310954063604
2018-01-30,28640.96,248,94.5246204620462
2018-01-31,32226.69,251,115.09532142857142
2018-02-01,29865.85,227,113.5583650190114
2018-02-02,26885.53,207,107.54212
2018-02-03,22822.170000000002,189,111.32765853658537
2018-02-04,23507.49,197,108.3294470046083
2018-02-05,35467.24,265,115.52846905537459
2018-02-06,33539.340000000004,262,113.69267796610171
2018-02-07,30891.45,242,110.72204301075269
2018-02-08,27074.86,225,108.29944
2018-02-09,30571.07,208,135.27022123893806
2018-02-10,20579.17,174,106.62782383419689
2018-02-11,22014.31,165,120.95774725274725
2018-02-12,23255.73,214,93.39650602409638
2018-02-13,23059.65,217,89.37848837209303
2018-02-14,36580.37,287,108.54709198813057
2018-02-15,31290.7,270,102.92993421052631
2018-02-16,26668.1,210,109.74526748971194
2018-02-17,24662.48,198,112.10218181818182
2018-02-18,24141.73,199,104.50965367965368
2018-02-19,27551.75,251,95.99912891986062
2018-02-20,36289.7,283,117.06354838709676
2018-02-21,31508.57,260,105.02856666666666
2018-02-22,29828.19,268,85.96020172910663
2018-02-23,28327.89,232,110.22525291828794
2018-02-24,23995.28,188,115.91922705314009
2018-02-25,28397.22,231,107.97422053231939
2018-02-26,43372.46,290,132.23310975609755
2018-02-27,39901.51,293,110.53049861495846
2018-02-28,44387.32,303,127.18429799426934
2018-03-01,38918.9,268,125.95113268608415
2018-03-02,31378.56,262,104.5952
2018-03-03,25925.77,205,116.78274774774775
2018-03-04,30922.02,228,127.25111111111111
2018-03-05,36822.59,252,120.33526143790849
2018-03-06,38217.79,268,126.54897350993377
2018-03-07,35398.91,254,124.20670175438597
2018-03-08,27521.6,227,103.85509433962264
2018-03-09,27192.760000000002,197,121.94062780269059
2018-03-10,25262.49,185,123.83573529411765
2018-03-11,31078.58,215,131.68889830508476
2018-03-12,30082.26,228,118.43409448818898
2018-03-13,34400.25,217,133.3343023255814
2018-03-14,22466.81,195,97.25891774891775
2018-03-15,41686.36,272,133.6101282051282
2018-03-16,31928.74,242,114.43992831541219
2018-03-17,19725.21,176,105.4824064171123
2018-03-18,30582.35,211,134.13311403508771
2018-03-19,43419.19,293,121.62238095238096
2018-03-20,35076.97,292,102.26521865889214
2018-03-21,39133.58,277,127.47094462540717
2018-03-22,30400.87,249,104.83058620689656
2018-03-23,26706.66,209,109.00677551020408
2018-03-24,23584.87,163,126.12229946524063
2018-03-25,25336.31,188,113.10852678571429
2018-03-26,35008.82,266,111.49305732484076
2018-03-27,33609.86,239,118.76275618374558
2018-03-28,26972.14,210,116.25922413793103
2018-03-29,28336.37,188,129.9833486238532
2018-03-30,21871.83,163,119.51819672131148
2018-03-31,24386.83,164,128.35173684210528
2018-04-01,28553.63,201,126.34349557522124
2018-04-02,39041.32,274,120.12713846153846
2018-04-03,36107.92,243,131.30152727272727
2018-04-04,36706.21,252,130.16386524822695
2018-04-05,35763.14,261,122.47650684931507
2018-04-06,26528.26,181,129.4061463414634
2018-04-07,24874.1,161,138.96145251396646
2018-04-08,23212.85,183,113.23341463414633
2018-04-09,48922.94,250,170.4632055749129
2018-04-10,27416.11,196,121.31022123893806
2018-04-11,38318.13,262,129.45314189189187
2018-04-12,33952.78,253,114.70533783783783
2018-04-13,29605.91,197,125.98259574468085
2018-04-14,18776.7,145,109.80526315789474
2018-04-15,30171.31,219,116.04350000000001
2018-04-16,39973.23,276,126.49756329113924
2018-04-17,33777.37,258,111.10976973684211
2018-04-18,38231.89,271,124.94081699346405
2018-04-19,42749.34,287,122.49094555873924
2018-04-20,27176.04,192,120.78240000000001
2018-04-21,18839.36,154,112.81053892215569
2018-04-22,27171.0,199,117.11637931034483
2018-04-23,37135.47,283,113.91248466257669
2018-04-24,42219.08,265,138.4232131147541
2018-04-25,40621.4,279,128.54873417721518
2018-04-26,31263.86,250,108.179446366782
2018-04-27,39552.35,237,141.25839285714287
2018-04-28,22511.91,166,119.74420212765958
2018-04-29,19156.84,168,104.11326086956522
2018-04-30,35203.64,235,125.72728571428571
2018-05-01,32695.0,252,119.32481751824818
2018-05-02,36451.83,287,110.1263746223565
2018-05-03,40915.77,300,115.90869688385268
2018-05-04,38990.96,262,127.42143790849673
2018-05-05,27825.16,192,128.82018518518518
2018-05-06,27800.55,206,118.30021276595744
2018-05-07,52726.03,363,128.9144987775061
2018-05-08,47145.8,323,126.05828877005348
2018-05-09,42308.13,335,109.89124675324675
2018-05-10,49689.88,273,151.49353658536586
2018-05-11,37785.29,244,133.990390070922
2018-05-12,28736.13,200,122.80397435897436
2018-05-13,31203.52,205,127.36130612244898
2018-05-14,52633.1,355,130.2799504950495
2018-05-15,40879.52,348,97.56448687350834
2018-05-16,55562.13,351,138.905325
2018-05-17,30876.73,224,122.04241106719367
2018-05-18,30941.63,232,113.33930402930403
2018-05-19,25052.39,137,150.01431137724552
2018-05-20,19163.58,158,101.93393617021277
2018-05-21,24546.19,199,104.89824786324786
2018-05-22,27229.09,195,120.48269911504426
2018-05-23,17501.05,132,116.67366666666666
2018-05-24,20023.26,113,155.21906976744185
2018-05-25,15888.92,103,124.1321875
2018-05-26,14799.17,99,127.57905172413793
2018-05-27,12523.25,100,111.81473214285714
2018-05-28,26702.47,142,158.94327380952382
2018-05-29,25572.08,149,147.81549132947978
2018-05-30,18994.8,138,124.14901960784313
2018-05-31,24381.28,132,168.14675862068964
2018-06-01,32298.92,184,153.07545023696682
2018-06-02,25216.62,141,160.61541401273885
2018-06-03,28096.96,189,131.29420560747664
2018-06-04,28209.010000000002,222,110.623568627451
2018-06-05,30524.36,196,127.71698744769874
2018-06-06,26134.4,227,94.34801444043322
2018-06-07,37020.4,223,147.49163346613545
2018-06-08,26161.02,195,113.25116883116883
2018-06-09,29172.11,169,154.34978835978836
2018-06-10,25360.34,190,114.75266968325792
2018-06-11,49669.7,294,146.951775147929
2018-06-12,40267.2,244,141.28842105263158
2018-06-13,33791.840000000004,253,113.01618729096991
2018-06-14,27369.6,211,115.9728813559322
2018-06-15,26313.76,182,128.35980487804878
2018-06-16,24287.170000000002,162,139.5814367816092
2018-06-17,17238.33,151,99.07086206896552
2018-06-18,33724.5,243,122.19021739130434
2018-06-19,34103.02,228,132.1822480620155
2018-06-20,28722.99,216,114.89196000000001
2018-06-21,27595.68,232,105.73057471264367
2018-06-22,24567.23,177,120.42759803921568
2018-06-23,17397.05,149,102.33558823529411
2018-06-24,24303.6,198,111.99815668202764
2018-06-25,35346.52,238,127.14575539568344
2018-06-26,30420.59,238,106.3656993006993
2018-06-27,26496.48,214,109.03901234567901
2018-06-28,30681.0,239,109.575
2018-06-29,20277.58,171,104.52360824742269
2018-06-30,15309.880000000001,123,111.7509489051095
2018-07-01,23885.47,159,129.81233695652173
2018-07-02,22872.2,193,106.38232558139535
2018-07-03,26102.52,214,110.13721518987342
2018-07-04,35149.77,251,123.33252631578947
2018-07-05,28490.43,193,130.09328767123287
2018-07-06,18739.64,120,145.26852713178295
2018-07-07,8816.76,89,89.05818181818182
2018-07-08,14064.7,118,99.74964539007092
2018-07-09,19360.95,146,124.10865384615386
2018-07-10,18127.59,129,122.48371621621622
2018-07-11,17719.1,123,125.66737588652481
2018-07-12,19551.98,117,158.95918699186993
2018-07-13,27644.23,167,145.49594736842104
2018-07-14,21542.920000000002,142,139.88909090909092
2018-07-15,29518.6,148,181.09570552147238
2018-07-16,29990.09,238,116.69295719844358
2018-07-17,29532.13,216,123.56539748953975
2018-07-18,40860.9,302,121.24896142433235
2018-07-19,38426.79,249,135.78371024734983
2018-07-20,31898.19,247,111.92347368421052
2018-07-21,20845.68,184,101.68624390243903
2018-07-22,25903.420000000002,213,109.29713080168777
2018-07-23,39296.34,298,116.60635014836794
2018-07-24,39903.0,264,134.35353535353536
2018-07-25,40183.26,264,125.96633228840126
2018-07-26,34744.03,244,122.77042402826855
2018-07-27,28104.86,186,131.94769953051645
2018-07-28,24813.32,172,119.8711111111111
2018-07-29,29453.61,182,143.6761463414634
2018-07-30,37606.96,278,122.89856209150327
2018-07-31,44804.02,313,121.42010840108401
2018-08-01,40244.22,306,117.33008746355685
2018-08-02,37834.35,292,116.05628834355828
2018-08-03,41477.14,308,121.63384164222873
2018-08-04,34646.27,236,130.74064150943394
2018-08-05,34701.48,269,113.77534426229509
2018-08-06,53475.41,363,127.01997624703088
2018-08-07,46744.2,353,112.09640287769784
2018-08-08,42449.38,310,119.57571830985914
2018-08-09,39659.48,280,124.32438871473356
2018-08-10,32841.77,249,124.40064393939393
2018-08-11,25916.03,185,120.53967441860465
2018-08-12,29150.53,191,132.50240909090908
2018-08-13,38245.22,284,120.64738170347003
2018-08-14,43900.96,311,129.8844970414201
2018-08-15,45376.15,282,144.51003184713377
2018-08-16,35166.77,316,100.19022792022791
2018-08-17,31124.03,249,109.97890459363957
2018-08-18,24157.5,193,119.00246305418719
2018-08-19,25487.39,204,112.77606194690266
2018-08-20,33749.5,251,119.6790780141844
2018-08-21,26274.06,238,102.23369649805448
2018-08-22,20247.24,185,94.17320930232559
2018-08-23,17030.87,142,105.78180124223601
2018-08-24,9440.71,96,82.0931304347826
2018-08-25,10599.41,69,141.32546666666667
2018-08-26,8070.71,73,98.42329268292683
2018-08-27,5345.91,66,75.29450704225351
2018-08-28,3673.91,39,81.64244444444444
2018-08-29,1546.04,11,96.6275
