customer_city,total_revenue,order_count,avg_review_score
jacobina,7029.76,23,3.6956521739130435
cubatao,6996.03,79,4.325581395348837
boa vista,6967.57,40,3.888888888888889
joao monlevade,6941.9,50,4.379310344827586
itapira,6933.03,52,4.4035087719298245
colatina,6866.5199999999995,63,4.115384615384615
boituva,6852.15,47,4.148148148148148
ponte nova,6847.89,39,4.130434782608695
unai,6825.39,54,4.0
pirapora,6803.070000000001,42,4.4375
eunapolis,6788.610000000001,36,3.85
navegantes,6783.17,31,4.5
patrocinio,6747.54,45,3.8363636363636364
sertaozinho,6724.23,61,4.2465753424657535
lencois paulista,6720.22,43,4.478260869565218
ouro preto,6711.5599999999995,55,4.098360655737705
juazeiro do norte,6698.0,31,3.7142857142857144
apucarana,6684.360000000001,51,4.333333333333333
cosmopolis,6668.9,50,4.275862068965517
bento goncalves,6648.58,53,4.1
varzea grande,6642.85,38,3.9318181818181817
itapeva,6635.93,57,3.9242424242424243
paracambi,6571.96,35,4.0
sao mateus,6569.97,47,4.34
itaborai,6555.85,56,3.896551724137931
peruibe,6531.12,43,3.6507936507936507
paulo afonso,6492.59,39,4.2444444444444445
tupa,6483.03,52,4.311475409836065
viamao,6479.31,70,3.6707317073170733
erechim,6420.89,56,3.80327868852459
uba,6369.76,53,3.803030303030303
arapongas,6325.0599999999995,32,4.205128205128205
andradina,6302.53,40,4.085106382978723
osorio,6251.24,35,4.2926829268292686
alagoinhas,6249.2300000000005,40,4.162790697674419
embu-guacu,6244.68,46,3.9649122807017543
primavera do leste,6232.81,28,4.290322580645161
paulista,6212.37,42,3.44
sinop,6164.65,43,3.7777777777777777
itaguai,6122.54,46,4.130434782608695
itapema,6109.87,44,4.270833333333333
cruzeiro,6109.5,56,4.0
sao miguel do oeste,6095.82,39,3.8297872340425534
guaxupe,6081.17,37,4.048780487804878
esteio,6068.71,39,3.909090909090909
mococa,6020.97,33,3.923076923076923
vespasiano,5953.69,41,3.8260869565217392
artur nogueira,5949.7,40,4.166666666666667
registro,5929.57,45,4.183673469387755
caucaia,5856.66,35,3.891891891891892
mirassol,5850.89,29,4.161290322580645
queimados,5841.85,53,4.016949152542373
umuarama,5770.52,40,3.925
jaboticabal,5747.12,50,4.0181818181818185
lucas do rio verde,5667.76,23,3.9642857142857144
olimpia,5643.54,36,4.2
ijui,5584.45,52,3.9545454545454546
itaperuna,5563.58,46,3.8679245283018866
batatais,5559.93,27,3.8666666666666667
concordia,5503.59,47,4.147540983606557
valparaiso de goias,5437.85,37,3.9761904761904763
ituiutaba,5431.17,53,4.532258064516129
guaiba,5417.51,31,4.108108108108108
sapucaia do sul,5397.84,39,3.765957446808511
adamantina,5393.07,35,3.945945945945946
arcos,5391.7300000000005,25,4.107142857142857
catalao,5354.04,33,3.5609756097560976
alfenas,5350.32,43,3.9056603773584904
santo angelo,5333.46,45,4.185185185185185
caldas novas,5301.63,36,3.6904761904761907
santarem,5287.67,43,3.0652173913043477
extrema,5282.93,42,3.9555555555555557
formosa,5282.15,34,3.7435897435897436
balsas,5274.43,17,3.35
curvelo,5248.01,42,3.4693877551020407
gurupi,5229.29,24,4.481481481481482
mongagua,5212.53,41,4.044444444444444
arraial do cabo,5176.55,28,3.2432432432432434
altamira,5168.15,25,3.8461538461538463
rolandia,5133.94,24,4.0
sao jose do rio pardo,5106.24,44,3.5686274509803924
itupeva,5101.71,42,3.23728813559322
santo antonio da patrulha,5100.08,17,4.722222222222222
itumbiara,5092.22,35,4.222222222222222
santo antonio de padua,5090.91,30,4.2
araucaria,5086.1,54,3.65625
uniao da vitoria,5081.93,29,4.361702127659575
barra do pirai,5059.2,49,4.12
pedro leopoldo,5057.01,40,4.48
mandaguari,5039.15,18,4.291666666666667
santo antonio de posse,5027.89,20,4.85
itabirito,5012.2300000000005,28,4.4375
bebedouro,4992.89,51,4.316666666666666
salinas,4986.7699999999995,22,3.892857142857143
tucurui,4976.7,16,4.5
campo novo do parecis,4915.79,15,3.4347826086956523
montenegro,4910.6,32,4.424242424242424
tremembe,4876.03,38,4.25
sao bento do sul,4869.9,44,4.382978723404255
cianorte,4863.67,39,4.309523809523809
armacao dos buzios,4817.41,28,3.6551724137931036
maracanau,4813.33,31,3.6842105263157894
sao sebastiao do paraiso,4800.05,35,4.111111111111111
bom jesus do galho,4795.289999999999,4,5.0
rio do sul,4777.85,35,3.604651162790698
louveira,4777.82,44,4.239130434782608
penapolis,4776.58,37,4.083333333333333
campo limpo paulista,4773.44,47,4.4
luziania,4761.46,33,4.194444444444445
caceres,4750.1900000000005,25,4.419354838709677
joacaba,4721.0,26,4.111111111111111
corumba,4700.17,27,3.588235294117647
juina,4695.32,17,4.705882352941177
telemaco borba,4693.49,34,4.135135135135135
capao da canoa,4692.09,38,4.022222222222222
jequie,4687.84,34,4.055555555555555
bom despacho,4680.53,38,4.023255813953488
sao pedro da aldeia,4672.43,46,3.9183673469387754
simoes filho,4671.48,21,3.2
capivari,4663.71,32,4.393939393939394
piraju,4659.09,17,4.458333333333333
fazenda rio grande,4655.49,29,4.466666666666667
mossoro,4635.47,35,3.9210526315789473
vargem grande paulista,4634.55,43,4.1875
santa barbara,4608.21,25,4.178571428571429
taquaritinga,4604.03,33,4.513513513513513
canoinhas,4583.01,27,4.071428571428571
cacador,4569.38,40,4.285714285714286
dracena,4538.05,27,4.342105263157895
saquarema,4534.05,45,4.170212765957447
guaira,4519.02,43,3.9038461538461537
monte mor,4517.2,38,3.7560975609756095
tres coracoes,4493.83,41,3.9038461538461537
alegrete,4483.77,35,4.0
vassouras,4481.900000000001,36,3.880952380952381
sabara,4481.78,42,4.116279069767442
cachoeira do sul,4480.32,30,4.0
cataguases,4474.87,32,4.228571428571429
japeri,4458.27,34,3.8444444444444446
taquara,4427.54,21,4.181818181818182
ouro branco,4419.23,41,4.022222222222222
mariana,4416.58,33,3.8529411764705883
uruguaiana,4414.06,47,4.518518518518518
formiga,4407.94,32,3.9705882352941178
seropedica,4391.15,33,3.75
taio,4366.23,14,4.352941176470588
nova odessa,4352.71,37,4.545454545454546
rio bonito,4352.11,27,3.8620689655172415
pacatuba,4317.98,5,3.4
sao joaquim da barra,4302.49,34,4.048780487804878
santo antonio de jesus,4296.86,29,3.84375
carangola,4281.27,25,3.7241379310344827
campo bom,4264.8099999999995,35,3.8536585365853657
almirante tamandare,4255.69,35,4.078947368421052
santana do livramento,4248.23,20,3.9310344827586206
passos,4247.28,43,4.130434782608695
sao lourenco,4207.99,32,3.789473684210526
promissao,4189.85,31,4.483870967741935
guanambi,4189.81,36,3.8974358974358974
monte alegre do sul,4181.79,6,4.285714285714286
xanxere,4175.87,29,4.457142857142857
boa esperanca,4166.39,20,4.476190476190476
coronel fabriciano,4149.2,40,4.0
ariquemes,4124.97,13,3.857142857142857
tiete,4111.22,35,3.8095238095238093
parauapebas,4092.06,27,4.161290322580645
santa vitoria,4083.77,17,4.0
barra do garcas,4076.2000000000003,25,3.8857142857142857
andradas,4070.31,12,3.642857142857143
aracruz,4064.07,40,3.641025641025641
pereira barreto,4044.82,18,4.611111111111111
ponta pora,4038.5099999999998,18,3.8260869565217392
patos,4036.65,16,4.176470588235294
abaetetuba,4028.57,11,3.2142857142857144
orlandia,4027.32,28,3.8333333333333335
alvares machado,4022.57,8,4.75
carmo do paranaiba,4008.64,16,4.444444444444445
viana,3994.79,26,4.333333333333333
timbo,3957.67,20,3.8095238095238093
garanhuns,3948.48,30,4.416666666666667
santa fe do sul,3945.77,34,4.294117647058823
cambe,3930.67,27,3.966666666666667
itarare,3915.3,28,3.7948717948717947
santa rita do sapucai,3910.7,35,3.8684210526315788
parnaiba,3910.11,22,4.28
tangara da serra,3905.7,23,4.173913043478261
barra bonita,3902.4300000000003,28,4.096774193548387
campo largo,3849.9900000000002,36,4.166666666666667
russas,3843.8700000000003,9,4.2727272727272725
guacui,3797.29,16,4.222222222222222
ituverava,3748.7400000000002,28,4.454545454545454
catole do rocha,3742.59,6,3.4285714285714284
aparecida,3740.96,25,4.4
ipanema,3727.77,7,3.888888888888889
martinopolis,3708.09,8,4.4
piumhii,3707.31,28,4.533333333333333
cerqueira cesar,3701.52,18,3.3
sao pedro,3683.54,12,4.071428571428571
iguatu,3676.19,15,4.222222222222222
panambi,3640.9900000000002,17,3.789473684210526
castanhal,3628.62,21,3.72
miguel pereira,3602.2,28,3.625
maraba,3597.17,22,3.909090909090909
posse,3520.35,15,4.529411764705882
tijucas,3504.74,30,4.166666666666667
pires do rio,3500.83,12,4.352941176470588
alta floresta,3495.55,12,4.266666666666667
januaria,3471.23,22,3.8461538461538463
marechal candido rondon,3469.71,30,4.090909090909091
casimiro de abreu,3458.33,20,4.7272727272727275
ibiuna,3439.52,31,4.257142857142857
campo formoso,3419.13,10,3.727272727272727
ji-parana,3412.04,17,4.2631578947368425
bom jesus do itabapoana,3405.91,20,3.88
dois irmaos,3398.76,17,4.2631578947368425
teixeira de freitas,3386.18,28,4.103448275862069
mineiros,3379.3,25,4.166666666666667
sapiranga,3375.7,23,3.9642857142857144
itapolis,3363.99,28,4.545454545454546
ipira,3362.98,8,4.090909090909091
sorriso,3342.75,20,4.0
indaial,3334.7400000000002,26,4.275862068965517
espera feliz,3315.75,19,4.315789473684211
frutal,3310.46,24,4.535714285714286
picos,3300.43,17,3.6315789473684212
cerquilho,3299.91,30,4.714285714285714
sao luiz gonzaga,3298.0099999999998,15,3.764705882352941
cachoeira paulista,3292.0,25,4.444444444444445
nova xavantina,3274.69,10,4.363636363636363
biguacu,3270.23,22,4.0
trindade do sul,3266.99,4,5.0
bacabal,3243.71,11,3.857142857142857
ituporanga,3225.16,15,3.625
mandaguacu,3222.0,4,3.5
farroupilha,3213.0299999999997,27,4.407407407407407
valente,3209.58,9,4.8
serra negra,3202.53,13,4.5
campos do jordao,3201.1,25,4.115384615384615
itapaje,3198.6800000000003,6,4.0
cruzeiro do sul,3193.69,6,4.833333333333333
ilhabela,3180.38,44,4.183673469387755
ibiruba,3155.8,20,4.333333333333333
guapore,3153.15,18,3.037037037037037
cambui,3133.7400000000002,22,3.6538461538461537
itabaiana,3125.77,15,3.210526315789474
gramado,3123.34,29,4.193548387096774
quata,3119.56,12,4.615384615384615
crato,3100.66,18,4.421052631578948
aguas de lindoia,3092.59,22,4.12
lagoa grande,3079.25,8,5.0
capao bonito,3078.97,28,4.393939393939394
juquitiba,3073.87,21,4.12
camboriu,3058.19,27,4.21875
sao manuel,3052.39,20,4.75
ibotirama,3032.39,7,3.0
porto uniao,3023.65,14,4.142857142857143
pederneiras,3007.07,21,4.625
natividade,2995.27,16,4.117647058823529
macatuba,2984.64,12,4.277777777777778
cicero dantas,2974.15,9,3.2857142857142856
porto feliz,2974.07,21,4.72
santo amaro da imperatriz,2972.31,11,3.0
imbituba,2968.47,31,4.53125
guapimirim,2967.2599999999998,21,4.545454545454546
barrinha,2965.14,18,4.105263157894737
braco do norte,2962.47,20,3.5833333333333335
janauba,2952.26,16,4.222222222222222
paraiba do sul,2949.57,18,3.7
presidente venceslau,2940.19,22,3.466666666666667
congonhas,2938.61,30,3.914285714285714
santa rosa,2922.14,32,4.314285714285714
garca,2918.41,27,4.4375
jales,2918.15,28,4.580645161290323
ibitinga,2911.26,22,4.5
bonito,2910.96,17,4.0588235294117645
marataizes,2907.27,16,4.647058823529412
pedreira,2893.6,36,3.9743589743589745
monte azul paulista,2887.91,19,4.695652173913044
alegre,2884.07,17,4.388888888888889
medianeira,2883.5299999999997,21,3.5833333333333335
curitibanos,2878.94,20,3.84
cabo de santo agostinho,2877.95,21,3.8181818181818183
almenara,2872.1499999999996,14,4.3125
alem paraiba,2870.56,28,3.7586206896551726
monte carmelo,2869.14,23,4.521739130434782
claudio,2867.07,20,3.857142857142857
matinhos,2862.15,27,4.606060606060606
castro,2847.19,22,3.6333333333333333
cunha,2845.12,14,4.1875
cruz alta,2842.11,30,4.625
bom jesus da lapa,2829.63,9,4.636363636363637
castilho,2822.21,10,4.416666666666667
encantado,2807.17,11,4.583333333333333
vera cruz,2797.66,21,4.0
maracaju,2791.96,13,4.1875
santa isabel,2785.66,28,3.967741935483871
estancia velha,2782.1,20,4.357142857142857
paraty,2780.77,19,3.8181818181818183
rondon do para,2780.13,9,2.6923076923076925
parati,2779.7,13,3.857142857142857
mairinque,2772.12,24,4.37037037037037
paraguacu paulista,2766.8,20,4.6
venancio aires,2764.62,26,4.37037037037037
machado,2761.92,21,4.6521739130434785
agua boa,2758.87,18,4.142857142857143
quixada,2755.57,13,4.0
pau dos ferros,2745.5499999999997,9,4.222222222222222
pirapora do bom jesus,2744.66,16,4.294117647058823
alto do rodrigues,2737.46,8,4.6
imbe,2727.95,13,4.352941176470588
itapetinga,2727.12,18,4.315789473684211
caico,2723.2,10,4.6
jacutinga,2720.21,19,3.7142857142857144
holambra,2719.2,23,4.153846153846154
bariri,2706.45,15,4.2105263157894735
espinosa,2705.09,6,4.666666666666667
tramandai,2703.52,25,4.035714285714286
santana do paraiso,2696.82,16,4.052631578947368
taiobeiras,2684.71,13,4.571428571428571
garopaba,2669.1,22,4.033333333333333
itapiranga,2667.18,11,4.0
novo horizonte,2663.3,17,4.0
ipero,2659.28,18,4.2631578947368425
escada,2658.4300000000003,10,4.181818181818182
pacaja,2651.06,6,4.166666666666667
venda nova do imigrante,2647.83,15,4.2727272727272725
palmeira,2640.2200000000003,15,3.75
aracati,2629.54,21,3.9130434782608696
brumado,2628.85,21,4.535714285714286
camaragibe,2625.08,33,4.147058823529412
rancharia,2623.29,21,4.130434782608695
buritizeiro,2611.19,8,3.6153846153846154
cordeiro,2604.86,24,4.5
tapiratiba,2601.2200000000003,12,4.166666666666667
estancia,2594.65,9,4.4
sao joao nepomuceno,2594.0,14,2.8260869565217392
oliveira,2579.0,22,4.2272727272727275
marialva,2573.17,16,3.789473684210526
presidente epitacio,2572.52,23,4.346153846153846
capelinha,2562.96,19,4.6
bom jesus,2555.96,13,4.384615384615385
carlos barbosa,2554.79,19,4.190476190476191
aparecida do taboado,2531.9,7,4.583333333333333
monte siao,2530.2799999999997,20,3.909090909090909
redencao,2527.93,16,3.5294117647058822
piedade,2523.87,22,4.208333333333333
feliz,2523.43,14,4.428571428571429
pitangui,2517.23,22,4.24
ouro fino,2511.84,16,4.130434782608695
bom jardim,2503.0499999999997,16,4.25
riachao do jacuipe,2502.4,5,5.0
itaporanga,2501.08,14,4.0
missal,2490.76,7,5.0
araujos,2490.5,5,4.6
caete,2482.9700000000003,27,4.428571428571429
sao gotardo,2479.38,20,3.7916666666666665
joao pinheiro,2475.31,16,4.166666666666667
dias d'avila,2468.45,23,4.2
piracaia,2466.93,21,4.125
paranatinga,2463.29,2,5.0
manhumirim,2461.7799999999997,16,4.25
bonfim paulista,2457.37,18,4.086956521739131
irati,2455.22,22,4.217391304347826
vitoria de santo antao,2455.15,15,4.0
santa cruz do rio pardo,2442.48,34,4.8108108108108105
barra de sao joao,2440.85,13,2.8
nova venecia,2439.9,19,4.888888888888889
diamantina,2424.28,27,4.310344827586207
floriano,2424.02,18,3.7222222222222223
canela,2418.63,17,4.105263157894737
taquarituba,2418.62,15,4.0588235294117645
crateus,2407.76,9,4.222222222222222
coromandel,2403.93,25,3.7333333333333334
quarai,2402.99,4,4.25
morrinhos,2397.59,18,3.9583333333333335
nanuque,2395.9700000000003,25,4.25
veranopolis,2394.04,18,3.576923076923077
senhor do bonfim,2387.38,18,4.375
tiangua,2377.09,9,3.4444444444444446
abreu e lima,2376.95,11,3.3076923076923075
cafelandia,2374.31,19,4.238095238095238
cravinhos,2363.95,24,4.766666666666667
sao gabriel,2362.85,23,4.416666666666667
americo brasiliense,2360.1,17,3.7777777777777777
monte alto,2355.01,32,4.666666666666667
iguaba grande,2348.6,19,2.1538461538461537
goiatuba,2347.44,10,3.4545454545454546
sao francisco,2338.39,18,3.9473684210526314
cantagalo,2329.42,21,4.181818181818182
socorro,2319.45,19,4.695652173913044
icara,2317.34,21,4.714285714285714
salgueiro,2315.95,17,4.235294117647059
dois vizinhos,2311.92,27,4.6
santiago,2304.7,26,4.878787878787879
querencia,2302.62,10,4.454545454545454
ilha solteira,2299.44,24,4.0
triunfo,2297.43,14,4.0588235294117645
vacaria,2294.08,21,4.217391304347826
anchieta,2286.5,17,4.444444444444445
nossa senhora do socorro,2282.92,14,3.8666666666666667
brumadinho,2258.23,26,4.181818181818182
queimadas,2257.35,9,3.2
ouricuri,2246.86,8,4.375
ararangua,2246.55,18,4.444444444444445
comodoro,2245.02,7,4.875
paty do alferes,2234.66,13,4.5
cornelio procopio,2234.17,24,4.5
tres pontas,2228.21,19,4.473684210526316
codo,2224.82,7,4.2
ipora,2220.88,17,4.277777777777778
aguas lindas de goias,2219.91,24,4.153846153846154
novo progresso,2219.01,5,3.4285714285714284
pirai,2218.16,15,3.0
eusebio,2217.51,13,3.5714285714285716
piuma,2216.18,17,3.9473684210526314
inhumas,2210.83,16,3.8823529411764706
laranjal paulista,2209.33,17,4.65
